org,repo,pr_number,step,input_tokens,output_tokens,tier_used,dollars
heliosdrift,commerce-platform,1842,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1842,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1842,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1842,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1843,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1843,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1843,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1843,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1843,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1843,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1849,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1849,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1849,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1849,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1849,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1849,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1846,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1846,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1846,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1846,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1846,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1846,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1850,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1850,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1850,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1850,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1850,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1850,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1853,plan,2098,1000,base,0.021294
heliosdrift,commerce-platform,1853,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1853,synthesize_diff,3240,2040,base,0.04032
heliosdrift,commerce-platform,1853,review,2360,1500,base,0.02958
heliosdrift,commerce-platform,1853,apply_fixes,2798,1832,base,0.035874
heliosdrift,commerce-platform,1853,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1870,plan,2957,1510,base,0.031521
heliosdrift,commerce-platform,1870,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,1870,synthesize_diff,3864,2136,base,0.043632
heliosdrift,commerce-platform,1870,review,2776,1754,base,0.034638
heliosdrift,commerce-platform,1870,apply_fixes,3313,1908,base,0.038559
heliosdrift,commerce-platform,1870,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1858,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1858,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1858,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1858,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1858,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1858,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1873,plan,2660,1336,base,0.02802
heliosdrift,commerce-platform,1873,select_tools,880,240,base,0.00624
heliosdrift,commerce-platform,1873,synthesize_diff,3636,2104,base,0.042468
heliosdrift,commerce-platform,1873,review,2624,1668,base,0.032892
heliosdrift,commerce-platform,1873,apply_fixes,3124,1882,base,0.037602
heliosdrift,commerce-platform,1873,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1874,plan,2363,1150,base,0.024339
heliosdrift,commerce-platform,1874,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,1874,synthesize_diff,3402,2068,base,0.041226
heliosdrift,commerce-platform,1874,review,2468,1574,base,0.031014
heliosdrift,commerce-platform,1874,apply_fixes,2931,1854,base,0.036603
heliosdrift,commerce-platform,1874,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1871,plan,2691,1358,base,0.028443
heliosdrift,commerce-platform,1871,select_tools,890,240,base,0.00627
heliosdrift,commerce-platform,1871,synthesize_diff,3702,2108,base,0.042726
heliosdrift,commerce-platform,1871,review,2668,1678,base,0.033174
heliosdrift,commerce-platform,1871,apply_fixes,3179,1886,base,0.037827
heliosdrift,commerce-platform,1871,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1882,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,1882,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1882,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,1882,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,1882,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,1882,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1894,plan,2824,1428,base,0.029892
heliosdrift,commerce-platform,1894,select_tools,900,240,base,0.0063
heliosdrift,commerce-platform,1894,synthesize_diff,3780,2120,base,0.04314
heliosdrift,commerce-platform,1894,review,2720,1714,base,0.03387
heliosdrift,commerce-platform,1894,apply_fixes,3244,1896,base,0.038172
heliosdrift,commerce-platform,1894,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1717,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1717,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1717,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1717,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1717,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1717,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1855,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,1855,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1855,synthesize_diff,3234,2036,base,0.040242
heliosdrift,commerce-platform,1855,review,2356,1492,base,0.029448
heliosdrift,commerce-platform,1855,apply_fixes,2793,1828,base,0.035799
heliosdrift,commerce-platform,1855,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1914,plan,3089,1578,base,0.032937
heliosdrift,commerce-platform,1914,select_tools,920,240,base,0.00636
heliosdrift,commerce-platform,1914,synthesize_diff,3942,2148,base,0.044046
heliosdrift,commerce-platform,1914,review,2828,1788,base,0.035304
heliosdrift,commerce-platform,1914,apply_fixes,3377,1918,base,0.038901
heliosdrift,commerce-platform,1914,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1902,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1902,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1902,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1902,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1902,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1902,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1912,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1912,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1912,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1912,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1912,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1912,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1937,plan,2230,1068,base,0.02271
heliosdrift,commerce-platform,1937,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1937,synthesize_diff,3318,2052,base,0.040734
heliosdrift,commerce-platform,1937,review,2412,1534,base,0.030246
heliosdrift,commerce-platform,1937,apply_fixes,2862,1840,base,0.036186
heliosdrift,commerce-platform,1937,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1938,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1938,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1938,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1938,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1938,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1938,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1936,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1936,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1936,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1936,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1936,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1936,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1959,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1959,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1959,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1959,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1959,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1959,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1968,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1968,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1968,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1968,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1968,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1968,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1974,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,1974,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1974,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,1974,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,1974,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,1974,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1976,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1976,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1976,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1976,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1976,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1976,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1963,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1963,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1963,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1963,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1963,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1963,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1987,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1987,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1987,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1987,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1987,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1987,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1985,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1985,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1985,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1985,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1985,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1985,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1962,plan,2230,1068,base,0.02271
heliosdrift,commerce-platform,1962,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1962,synthesize_diff,3318,2052,base,0.040734
heliosdrift,commerce-platform,1962,review,2412,1534,base,0.030246
heliosdrift,commerce-platform,1962,apply_fixes,2862,1840,base,0.036186
heliosdrift,commerce-platform,1962,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2001,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2001,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2001,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2001,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2001,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2001,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1995,plan,2262,1104,base,0.023346
heliosdrift,commerce-platform,1995,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,1995,synthesize_diff,3390,2060,base,0.04107
heliosdrift,commerce-platform,1995,review,2460,1552,base,0.03066
heliosdrift,commerce-platform,1995,apply_fixes,2922,1848,base,0.036486
heliosdrift,commerce-platform,1995,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1773,plan,2660,1324,base,0.02784
heliosdrift,commerce-platform,1773,select_tools,880,240,base,0.00624
heliosdrift,commerce-platform,1773,synthesize_diff,3630,2100,base,0.04239
heliosdrift,commerce-platform,1773,review,2620,1662,base,0.03279
heliosdrift,commerce-platform,1773,apply_fixes,3120,1880,base,0.03756
heliosdrift,commerce-platform,1773,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1966,plan,2262,1104,base,0.023346
heliosdrift,commerce-platform,1966,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,1966,synthesize_diff,3390,2060,base,0.04107
heliosdrift,commerce-platform,1966,review,2460,1552,base,0.03066
heliosdrift,commerce-platform,1966,apply_fixes,2922,1848,base,0.036486
heliosdrift,commerce-platform,1966,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2000,plan,3222,1660,base,0.034566
heliosdrift,commerce-platform,2000,select_tools,930,240,base,0.00639
heliosdrift,commerce-platform,2000,synthesize_diff,4026,2164,base,0.044538
heliosdrift,commerce-platform,2000,review,2884,1830,base,0.036102
heliosdrift,commerce-platform,2000,apply_fixes,3446,1930,base,0.039288
heliosdrift,commerce-platform,2000,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2015,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2015,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2015,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2015,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2015,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2015,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2021,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2021,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2021,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2021,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2021,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2021,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1854,plan,2394,1172,base,0.024762
heliosdrift,commerce-platform,1854,select_tools,860,240,base,0.00618
heliosdrift,commerce-platform,1854,synthesize_diff,3468,2072,base,0.041484
heliosdrift,commerce-platform,1854,review,2512,1586,base,0.031326
heliosdrift,commerce-platform,1854,apply_fixes,2986,1856,base,0.036798
heliosdrift,commerce-platform,1854,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2031,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2031,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2031,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2031,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2031,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2031,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2087,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,2087,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,2087,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,2087,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,2087,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,2087,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2112,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2112,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2112,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2112,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2112,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2112,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2108,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2108,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2108,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2108,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2108,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2108,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2124,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,2124,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2124,synthesize_diff,3234,2036,base,0.040242
heliosdrift,commerce-platform,2124,review,2356,1492,base,0.029448
heliosdrift,commerce-platform,2124,apply_fixes,2793,1828,base,0.035799
heliosdrift,commerce-platform,2124,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2123,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,2123,select_tools,830,240,base,0.00609
